ticker,side,entry_date,exit_date,entry_price,exit_price,stop_price,take_profit_price,hold_days,exit_reason,trade_return_pct,weighted_return_pct,run_id
CVX,long,2024-04-25,2024-06-06,150.1537,144.471,138.1414,172.6768,30,max_hold,-3.7846,-0.3785,RUN_20260317T112829Z
CVX,long,2024-08-01,2024-08-05,147.0467,135.283,135.283,169.1037,3,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
CVX,long,2024-10-29,2024-12-10,140.5697,148.5908,129.3241,161.6551,30,max_hold,5.7062,0.5706,RUN_20260317T112829Z
CVX,long,2025-02-11,2025-03-25,147.9757,158.794,136.1376,170.172,30,max_hold,7.3109,0.7311,RUN_20260317T112829Z
CVX,long,2025-03-27,2025-04-04,160.0476,147.2438,147.2438,184.0547,7,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
CVX,long,2025-07-03,2025-08-14,143.1966,150.2867,131.7409,164.6761,30,max_hold,4.9513,0.4951,RUN_20260317T112829Z
CVX,long,2025-08-18,2025-09-29,151.2262,152.8803,139.1281,173.9102,30,max_hold,1.0938,0.1094,RUN_20260317T112829Z
CVX,long,2026-01-09,2026-02-11,159.0046,182.8552,146.2842,182.8552,23,take_profit,15.0,1.5,RUN_20260317T112829Z
CVX,long,2026-02-13,2026-03-16,180.7716,196.84,166.3099,207.8874,21,end_of_data,8.8888,0.8889,RUN_20260317T112829Z
RTX,long,2022-03-31,2022-05-09,90.8695,83.5999,83.5999,104.4999,27,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
RTX,long,2022-08-22,2022-09-13,85.4897,78.6505,78.6505,98.3131,16,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
RTX,long,2022-11-01,2022-12-13,88.2866,93.0521,81.2236,101.5295,30,max_hold,5.3978,0.5398,RUN_20260317T112829Z
RTX,long,2022-12-15,2023-01-30,92.9217,91.9529,85.4879,106.8599,30,max_hold,-1.0426,-0.1043,RUN_20260317T112829Z
RTX,long,2023-02-01,2023-03-15,93.0894,89.7612,85.6422,107.0528,30,max_hold,-3.5752,-0.3575,RUN_20260317T112829Z
RTX,long,2023-04-18,2023-05-04,96.8331,89.0864,89.0864,111.358,13,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
RTX,long,2023-07-05,2023-07-25,92.3769,84.9867,84.9867,106.2334,15,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
RTX,long,2023-12-05,2024-01-18,79.2811,81.7094,72.9387,91.1733,30,max_hold,3.0628,0.3063,RUN_20260317T112829Z
RTX,long,2024-01-22,2024-03-04,82.0344,86.5199,75.4717,94.3396,30,max_hold,5.4678,0.5468,RUN_20260317T112829Z
RTX,long,2024-03-07,2024-04-18,87.1165,96.9127,80.1472,100.184,30,max_hold,11.2449,1.1245,RUN_20260317T112829Z
RTX,long,2024-04-22,2024-06-03,98.154,103.9431,90.3017,112.8771,30,max_hold,5.898,0.5898,RUN_20260317T112829Z
RTX,long,2024-06-05,2024-07-01,104.5627,96.1977,96.1977,120.2471,18,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
RTX,long,2024-08-01,2024-09-12,113.9628,116.889,104.8458,131.0572,30,max_hold,2.5677,0.2568,RUN_20260317T112829Z
RTX,long,2024-09-24,2024-11-04,116.9182,114.8452,107.5647,134.4559,30,max_hold,-1.7731,-0.1773,RUN_20260317T112829Z
RTX,long,2024-11-11,2024-12-23,120.7626,114.1163,111.1016,138.877,30,max_hold,-5.5036,-0.5504,RUN_20260317T112829Z
RTX,long,2025-01-28,2025-03-11,128.3527,125.9833,118.0845,147.6056,30,max_hold,-1.846,-0.1846,RUN_20260317T112829Z
RTX,long,2025-03-13,2025-04-04,126.18,116.0856,116.0856,145.107,17,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
RTX,long,2025-05-22,2025-07-07,132.3656,144.2292,121.7763,152.2204,30,max_hold,8.9628,0.8963,RUN_20260317T112829Z
RTX,long,2025-07-09,2025-08-19,144.0414,152.5484,132.5181,165.6476,30,max_hold,5.9059,0.5906,RUN_20260317T112829Z
RTX,long,2025-08-21,2025-10-02,155.6557,165.4246,143.2033,179.0041,30,max_hold,6.2759,0.6276,RUN_20260317T112829Z
RTX,long,2025-10-06,2025-11-14,165.7919,174.2999,152.5285,190.6607,30,max_hold,5.1317,0.5132,RUN_20260317T112829Z
RTX,long,2025-12-01,2026-01-13,173.125,193.4375,159.275,199.0937,30,max_hold,11.7329,1.1733,RUN_20260317T112829Z
RTX,long,2026-01-15,2026-02-27,198.2914,202.62,182.4281,228.0351,30,max_hold,2.183,0.2183,RUN_20260317T112829Z
RTX,long,2026-03-03,2026-03-16,213.01,206.06,195.9692,244.9615,10,end_of_data,-3.2628,-0.3263,RUN_20260317T112829Z
PANW,long,2022-03-31,2022-04-29,102.57,94.3644,94.3644,117.9555,21,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2022-08-04,2022-09-15,85.17,89.81,78.3564,97.9455,30,max_hold,5.4479,0.5448,RUN_20260317T112829Z
PANW,long,2023-02-10,2023-02-27,82.845,95.2718,76.2174,95.2718,11,take_profit,15.0,1.5,RUN_20260317T112829Z
PANW,long,2023-03-01,2023-04-12,93.44,97.64,85.9648,107.456,30,max_hold,4.4949,0.4495,RUN_20260317T112829Z
PANW,long,2023-04-14,2023-05-02,96.925,89.171,89.171,111.4638,13,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2023-05-31,2023-06-15,106.125,122.0437,97.635,122.0437,12,take_profit,15.0,1.5,RUN_20260317T112829Z
PANW,long,2023-06-20,2023-08-01,122.105,126.585,112.3366,140.4208,30,max_hold,3.669,0.3669,RUN_20260317T112829Z
PANW,long,2023-09-15,2023-09-25,122.665,112.8518,112.8518,141.0648,7,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2023-10-09,2023-11-17,123.035,123.795,113.1922,141.4903,30,max_hold,0.6177,0.0618,RUN_20260317T112829Z
PANW,long,2023-11-21,2023-12-08,129.775,149.2412,119.393,149.2412,13,take_profit,15.0,1.5,RUN_20260317T112829Z
PANW,long,2023-12-12,2024-01-22,149.785,172.2528,137.8022,172.2528,27,take_profit,15.0,1.5,RUN_20260317T112829Z
PANW,long,2024-01-24,2024-02-21,173.91,159.9972,159.9972,199.9965,20,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2024-05-17,2024-05-30,158.5,145.82,145.82,182.275,9,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2024-06-11,2024-07-24,154.34,162.12,141.9928,177.491,30,max_hold,5.0408,0.5041,RUN_20260317T112829Z
PANW,long,2024-08-12,2024-09-23,165.335,172.085,152.1082,190.1353,30,max_hold,4.0826,0.4083,RUN_20260317T112829Z
PANW,long,2024-10-07,2024-11-08,170.31,195.8565,156.6852,195.8565,25,take_profit,15.0,1.5,RUN_20260317T112829Z
PANW,long,2024-11-12,2024-12-24,197.88,189.51,182.0496,227.562,30,max_hold,-4.2298,-0.423,RUN_20260317T112829Z
PANW,long,2025-02-18,2025-03-04,197.7,181.884,181.884,227.355,11,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2025-05-20,2025-05-21,194.64,179.0688,179.0688,223.836,2,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2025-06-02,2025-07-15,192.14,192.25,176.7688,220.961,30,max_hold,0.0573,0.0057,RUN_20260317T112829Z
PANW,long,2025-07-22,2025-07-30,199.89,183.8988,183.8988,229.8735,7,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
PANW,long,2025-09-16,2025-10-27,201.5,220.29,185.38,231.725,30,max_hold,9.3251,0.9325,RUN_20260317T112829Z
PANW,long,2025-10-29,2025-11-14,219.31,201.7652,201.7652,252.2065,13,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2022-08-04,2022-08-08,103.26,118.749,94.9992,118.749,3,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2022-08-10,2022-08-19,116.46,107.1432,107.1432,133.929,8,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2022-08-26,2022-09-01,109.83,101.0436,101.0436,126.3045,5,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2022-09-13,2022-09-23,97.0,89.24,89.24,111.55,9,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2023-02-07,2023-02-15,77.28,88.872,71.0976,88.872,7,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2023-02-17,2023-02-24,82.32,75.7344,75.7344,94.668,5,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2023-05-11,2023-06-02,86.45,99.4175,79.534,99.4175,16,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2023-06-06,2023-06-21,100.06,92.0552,92.0552,115.069,11,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2023-06-29,2023-07-17,97.955,112.6483,90.1186,112.6483,12,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2023-07-19,2023-08-02,116.0,106.72,106.72,133.4,11,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2023-11-20,2024-01-03,109.52,112.42,100.7584,125.948,30,max_hold,2.6479,0.2648,RUN_20260317T112829Z
DDOG,long,2024-01-09,2024-02-05,118.46,136.229,108.9832,136.229,19,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2024-02-07,2024-03-08,131.3,120.796,120.796,150.995,22,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2024-04-30,2024-05-07,128.25,117.99,117.99,147.4875,6,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2024-07-08,2024-07-17,131.58,121.0536,121.0536,151.317,8,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2024-10-11,2024-11-21,129.89,143.86,119.4988,149.3735,30,max_hold,10.7553,1.0755,RUN_20260317T112829Z
DDOG,long,2024-11-25,2024-12-27,155.7,143.244,143.244,179.055,23,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2025-05-23,2025-06-20,113.61,130.6515,104.5212,130.6515,19,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2025-06-24,2025-07-03,131.16,150.834,120.6672,150.834,8,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2025-07-08,2025-08-01,146.06,134.3752,134.3752,167.969,19,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2025-09-29,2025-10-08,140.17,161.1955,128.9564,161.1955,8,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2025-10-10,2025-10-16,164.65,151.478,151.478,189.3475,5,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2025-10-20,2025-11-06,155.15,178.4225,142.738,178.4225,14,take_profit,15.0,1.5,RUN_20260317T112829Z
DDOG,long,2025-11-10,2025-11-18,192.91,177.4772,177.4772,221.8465,7,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
DDOG,long,2025-11-20,2025-11-20,174.41,160.4572,160.4572,200.5715,1,stop_loss,-8.0,-0.8,RUN_20260317T112829Z
