ticker,name,latest_close,ma20,high_20,high_50,latest_volume,avg_volume_20,volume_ratio,rsi_14,atr_14,atr_pct,within_2pct_of_20d_high,within_5pct_of_50d_high,above_ma20,elevated_volume,rsi_bullish,atr_reasonable,confirmed_breakout,breakout_ready,pre_breakout,breakout_type,setup_score,setup_status,checked_at,market_regime,adjusted_setup_score,adjusted_setup_status,extension_pct,high_atr_risk,overextended,low_liquidity,risk_flag_count,risk_decision,risk_notes,checked_at_risk
CRM,Salesforce,197.83,192.77,202.11,266.12,5961716,14102020,0.42,60.3,8.36,4.23,False,False,True,False,True,True,False,False,False,weak,3,watch,2026-03-16T18:26:04.657088+00:00,risk_off,2,weak,2.62,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
CRWD,CrowdStrike,428.64,406.07,442.03,478.91,2069958,5194792,0.4,81.63,18.71,4.37,False,False,True,False,True,True,False,False,False,weak,3,watch,2026-03-16T18:26:10.818770+00:00,risk_off,2,weak,5.56,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
DOCU,DocuSign,47.0,45.96,48.69,69.8,1982773,5068493,0.39,68.85,2.25,4.8,False,False,True,False,True,True,False,False,False,weak,3,watch,2026-03-16T18:26:05.292708+00:00,risk_off,2,weak,2.26,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
NOC,Northrop Grumman,734.81,733.33,768.02,768.02,308314,868840,0.35,52.18,21.15,2.88,False,True,True,False,False,True,False,False,True,pre_breakout,3,watch,2026-03-16T18:25:53.485587+00:00,risk_off,2,weak,0.2,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
PLTR,Palantir,153.25,143.88,157.16,181.68,22354984,51764289,0.43,78.66,6.44,4.2,False,False,True,False,True,True,False,False,False,weak,3,watch,2026-03-16T18:26:06.744946+00:00,risk_off,2,weak,6.51,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
UBER,Uber,74.99,73.86,76.65,87.59,7679963,19048928,0.4,61.14,2.58,3.45,False,False,True,False,True,True,False,False,False,weak,3,watch,2026-03-16T18:26:08.608728+00:00,risk_off,2,weak,1.53,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
AMZN,Amazon,211.02,209.9,218.94,247.38,23129881,47364869,0.49,53.43,5.37,2.55,False,False,True,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:03.650821+00:00,risk_off,1,weak,0.53,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
BRK-B,Berkshire Hathaway,493.03,494.8,504.95,508.09,1696373,4790443,0.35,48.94,9.05,1.84,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:10.482671+00:00,risk_off,1,weak,-0.36,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
COIN,Coinbase,204.73,184.92,208.93,255.86,8945206,13184935,0.68,70.26,13.39,6.54,False,False,True,False,True,False,False,False,False,weak,2,weak,2026-03-16T18:26:04.309026+00:00,risk_off,1,weak,10.71,True,True,False,2,veto,"high_atr,overextended",2026-03-16T18:26:12.620904+00:00
CSCO,Cisco,79.09,78.52,80.87,86.78,7339882,21493099,0.34,53.39,1.9,2.4,False,False,True,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:25:52.000242+00:00,risk_off,1,weak,0.73,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
HIMS,Hims & Hers Health,24.76,18.29,25.88,35.46,27272722,48052201,0.57,74.81,2.39,9.65,False,False,True,False,True,False,False,False,False,weak,2,weak,2026-03-16T18:26:06.035625+00:00,risk_off,1,weak,35.37,True,True,False,2,veto,"high_atr,overextended",2026-03-16T18:26:12.620904+00:00
INTC,Intel,47.52,45.52,47.98,54.32,72093100,76865835,0.94,53.53,2.55,5.36,True,False,True,False,False,False,False,True,False,breakout_ready,2,weak,2026-03-16T18:25:56.219755+00:00,risk_off,1,weak,4.39,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
JNJ,Johnson & Johnson,242.87,243.84,248.56,248.56,2944631,8336326,0.35,43.03,4.5,1.85,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:25:56.671509+00:00,risk_off,1,weak,-0.4,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
KO,Coca-Cola,78.0,78.49,81.0,81.0,5611408,16888290,0.33,36.17,1.29,1.66,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:00.279624+00:00,risk_off,1,weak,-0.62,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
LMT,Lockheed Martin,644.63,655.48,676.7,676.7,720205,1633580,0.44,43.89,19.73,3.06,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:00.726237+00:00,risk_off,1,weak,-1.66,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
MCD,McDonald's,327.58,329.29,339.17,339.17,1231577,3144478,0.39,44.62,5.18,1.58,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:25:57.100426+00:00,risk_off,1,weak,-0.52,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
NVDA,Nvidia,185.21,185.07,195.55,195.55,104240125,188832466,0.55,43.26,6.21,3.35,False,False,True,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:01.066039+00:00,risk_off,1,weak,0.08,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
ORCL,Oracle,155.24,151.89,163.12,204.68,15899746,29197967,0.54,59.85,8.16,5.25,False,False,True,False,True,False,False,False,False,weak,2,weak,2026-03-16T18:26:11.165013+00:00,risk_off,1,weak,2.21,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
PFE,Pfizer,26.61,26.99,27.65,27.73,17962836,36931546,0.49,42.82,0.6,2.27,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:01.863573+00:00,risk_off,1,weak,-1.41,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
PYPL,PayPal,45.56,44.96,47.64,59.63,8218048,25556397,0.32,44.06,1.63,3.58,False,False,True,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:07.078402+00:00,risk_off,1,weak,1.33,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
ROKU,Roku,95.49,94.27,100.74,114.68,1241785,3479799,0.36,61.01,4.88,5.11,False,False,True,False,True,False,False,False,False,weak,2,weak,2026-03-16T18:26:07.475172+00:00,risk_off,1,weak,1.29,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
SHOP,Shopify,126.37,124.51,134.79,168.45,2600040,10851057,0.24,58.88,7.04,5.57,False,False,True,False,True,False,False,False,False,weak,2,weak,2026-03-16T18:26:07.838171+00:00,risk_off,1,weak,1.49,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
SNOW,Snowflake,175.44,173.27,182.84,234.53,2024261,6550953,0.31,62.27,9.26,5.28,False,False,True,False,True,False,False,False,False,weak,2,weak,2026-03-16T18:26:12.223125+00:00,risk_off,1,weak,1.25,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
T,AT&T,27.78,28.06,28.98,28.98,15204609,37691205,0.4,44.54,0.65,2.33,False,True,False,False,False,True,False,False,False,weak,2,weak,2026-03-16T18:26:02.380118+00:00,risk_off,1,weak,-1.0,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
AAPL,Apple,252.27,262.57,274.23,277.86,17899848,39496367,0.45,22.53,5.71,2.26,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:09.013548+00:00,risk_off,0,weak,-3.92,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
ABBV,AbbVie,221.5,228.39,236.19,236.19,1755139,6193641,0.28,40.29,5.93,2.68,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:09.365434+00:00,risk_off,0,weak,-3.02,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
ABNB,Airbnb,128.11,130.39,136.97,140.07,1772124,4894291,0.36,53.72,4.88,3.81,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:03.291322+00:00,risk_off,0,weak,-1.75,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
AMAT,Applied Materials,346.27,359.03,394.95,394.95,2172967,6931558,0.31,39.39,17.0,4.91,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:25:57.849187+00:00,risk_off,0,weak,-3.55,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
ARM,Arm Holdings,122.36,123.19,131.74,131.74,2591414,3671825,0.71,43.52,5.81,4.75,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:25:58.195937+00:00,risk_off,0,weak,-0.67,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
AVGO,Broadcom,327.91,329.57,345.75,354.61,15167231,26287716,0.58,51.33,14.04,4.28,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:09.734681+00:00,risk_off,0,weak,-0.5,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
BA,Boeing,214.2,225.99,244.04,252.15,5327064,6534743,0.82,35.67,7.47,3.49,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:10.155807+00:00,risk_off,0,weak,-5.22,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
CAT,Caterpillar,701.27,732.13,768.23,775.0,1174485,2814839,0.42,32.53,29.05,4.14,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:25:58.687691+00:00,risk_off,0,weak,-4.22,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
CMCSA,Comcast,30.35,31.12,32.09,32.48,9531317,25144575,0.38,37.88,0.84,2.78,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:25:59.064694+00:00,risk_off,0,weak,-2.47,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
DE,Deere,575.59,612.63,662.49,662.49,545654,1820642,0.3,19.72,16.38,2.85,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:25:59.467912+00:00,risk_off,0,weak,-6.05,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
GE,GE Aerospace,303.53,329.58,345.24,345.24,3042873,5024308,0.61,23.86,11.39,3.75,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:05.728156+00:00,risk_off,0,weak,-7.9,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
HON,Honeywell,235.22,240.23,248.04,248.04,1203552,3527732,0.34,41.53,5.89,2.5,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:25:59.873752+00:00,risk_off,0,weak,-2.09,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
MAR,Marriott International,320.51,336.28,359.25,359.25,594796,1669599,0.36,35.02,10.69,3.34,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:06.418717+00:00,risk_off,0,weak,-4.69,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
PEP,PepsiCo,158.22,162.84,168.24,168.98,2107216,6384555,0.33,26.22,3.21,2.03,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:01.474574+00:00,risk_off,0,weak,-2.84,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
RCL,Royal Caribbean,279.47,297.0,322.01,346.19,1285834,2677126,0.48,32.67,16.01,5.73,False,False,False,False,False,False,False,False,False,weak,0,weak,2026-03-16T18:26:11.897152+00:00,risk_off,0,weak,-5.9,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
SMCI,Super Micro Computer,32.06,31.62,33.6,34.38,19985649,24583477,0.81,53.85,1.74,5.44,False,False,True,False,False,False,False,False,False,weak,1,weak,2026-03-16T18:25:54.650661+00:00,risk_off,0,weak,1.39,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
TXN,Texas Instruments,195.21,206.66,225.69,226.56,2358739,6451156,0.37,27.57,5.8,2.97,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:08.243575+00:00,risk_off,0,weak,-5.54,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
WMT,Walmart,125.45,125.71,128.85,133.89,7201237,23214336,0.31,46.69,2.77,2.21,False,False,False,False,False,True,False,False,False,weak,1,weak,2026-03-16T18:26:02.952738+00:00,risk_off,0,weak,-0.21,False,False,False,0,veto,clear,2026-03-16T18:26:12.620904+00:00
